Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2019,2,4,10,30,115,632,408,91,844,482,0.4,1.6,238,75.35,8.4,1003
2019,2,4,11,30,94,873,543,96,875,546,0.4,1.6,227,73.68,10.1,1003
2019,2,4,12,30,95,879,550,95,879,550,0.4,1.6,215,76.42,10.8,1002
2019,2,4,13,30,88,857,494,88,857,494,0.4,1.6,205,82.82,10.6,1002
2019,2,4,14,30,79,783,380,79,798,385,0.3,1.6,200,95.16,8.9,1002
2019,2,4,15,30,65,588,215,60,684,235,0.3,1.5,201,100,5.6,1002
2019,2,4,16,30,33,401,72,32,414,73,0.3,1.5,205,100,3,1002
2019,2,4,17,30,0,0,0,0,0,0,0.3,1.4,206,100,2.2,1002
2019,2,4,18,30,0,0,0,0,0,0,0.3,1.4,205,100,2.2,1002
2019,2,4,19,30,0,0,0,0,0,0,0.3,1.3,202,100,2.3,1002
2019,2,4,20,30,0,0,0,0,0,0,0.3,1.3,201,100,2.2,1001
2019,2,4,21,30,0,0,0,0,0,0,0.3,1.2,203,100,1.9,1001
2019,2,4,22,30,0,0,0,0,0,0,0.3,1.1,205,100,1.6,1001
2019,2,4,23,30,0,0,0,0,0,0,0.3,1,205,99.26,1.5,1000
2019,2,5,0,30,0,0,0,0,0,0,0.4,1,203,97.13,1.7,1000
2019,2,5,1,30,0,0,0,0,0,0,0.4,1,204,96.14,1.9,999
2019,2,5,2,30,0,0,0,0,0,0,0.4,1,207,95.83,2,999
2019,2,5,3,30,0,0,0,0,0,0,0.4,1.2,213,96.07,1.9,999
2019,2,5,4,30,0,0,0,0,0,0,0.4,1.5,218,95.67,1.8,999
2019,2,5,5,30,0,0,0,0,0,0,0.3,2,221,94.64,2,999
2019,2,5,6,30,0,0,0,0,0,0,0.4,2.3,222,91.89,2.5,999
2019,2,5,7,30,29,96,37,28,285,51,0.4,2.3,227,90.12,3.5,999
2019,2,5,8,30,79,346,162,58,599,201,0.4,2.2,232,86.47,5.3,999
2019,2,5,9,30,94,592,315,71,749,350,0.5,2,237,82.53,7.7,999
2019,2,5,10,30,78,826,465,78,826,465,0.5,1.7,245,79.13,10.3,999
2019,2,5,11,30,81,869,532,81,869,532,0.5,1.5,256,77.17,12.2,998
2019,2,5,12,30,84,867,537,81,879,540,0.5,1.3,267,77.92,13.2,998
2019,2,5,13,30,156,494,392,81,849,487,0.5,1.2,280,81.17,13.1,998
2019,2,5,14,30,75,788,381,75,788,381,0.6,1.1,293,86.93,11.9,999
2019,2,5,15,30,60,674,235,60,674,235,0.6,1.1,303,93.58,9.6,1000
2019,2,5,16,30,33,425,77,33,425,77,0.6,1,306,95.61,7.1,1002
2019,2,5,17,30,0,0,0,0,0,0,0.6,0.8,305,95.32,4.9,1003
2019,2,5,18,30,0,0,0,0,0,0,0.6,0.8,304,89.2,3.9,1003
2019,2,5,19,30,0,0,0,0,0,0,0.6,0.7,305,92.59,1.9,1004
2019,2,5,20,30,0,0,0,0,0,0,0.5,0.7,307,93,0.7,1004
2019,2,5,21,30,0,0,0,0,0,0,0.4,0.7,313,94.34,-0.4,1005
2019,2,5,22,30,0,0,0,0,0,0,0.4,0.8,323,94.47,-1.1,1005
2019,2,5,23,30,0,0,0,0,0,0,0.4,0.8,335,93.72,-1.5,1006
2019,2,6,0,30,0,0,0,0,0,0,0.4,0.8,343,91.75,-1.8,1007
2019,2,6,1,30,0,0,0,0,0,0,0.4,0.8,348,89.03,-2.5,1007
2019,2,6,2,30,0,0,0,0,0,0,0.4,0.8,354,87.15,-3,1007
2019,2,6,3,30,0,0,0,0,0,0,0.3,0.7,182,86.3,-3.3,1007
2019,2,6,4,30,0,0,0,0,0,0,0.3,0.7,8,85.88,-3.5,1007
2019,2,6,5,30,0,0,0,0,0,0,0.3,0.7,11,84.19,-3.4,1008
2019,2,6,6,30,0,0,0,0,0,0,0.4,0.8,12,81.23,-2.9,1009
2019,2,6,7,30,27,426,62,26,442,63,0.4,0.8,24,73.06,-1.6,1010
2019,2,6,8,30,47,726,224,46,740,226,0.4,0.8,49,62.93,0.3,1010
2019,2,6,9,30,57,854,379,58,856,380,0.3,0.8,80,56.13,2.3,1010
2019,2,6,10,30,65,906,493,65,906,493,0.4,0.9,112,54.11,3.7,1009
2019,2,6,11,30,82,875,540,68,931,556,0.4,0.9,135,56.61,4.5,1008
2019,2,6,12,30,212,335,389,69,928,558,0.4,1,149,59.48,4.9,1008
2019,2,6,13,30,213,128,275,66,903,502,0.4,1.1,150,64.55,4.7,1007
2019,2,6,14,30,160,63,185,62,838,391,0.4,1.2,142,73.06,3.9,1007
2019,2,6,15,30,95,24,101,53,703,239,0.3,1.5,135,86.13,2.5,1007
2019,2,6,16,30,33,3,33,34,393,76,0.4,1.8,134,91.5,1.5,1007
2019,2,6,17,30,0,0,0,0,0,0,0.5,2.1,134,92.25,1.3,1007
2019,2,6,18,30,0,0,0,0,0,0,0.5,2.3,133,92.55,1.2,1007
2019,2,6,19,30,0,0,0,0,0,0,0.5,2.5,131,93.34,0.9,1006
2019,2,6,20,30,0,0,0,0,0,0,0.4,2.5,131,92.96,0.7,1006
2019,2,6,21,30,0,0,0,0,0,0,0.3,2.5,131,92.66,0.6,1006
2019,2,6,22,30,0,0,0,0,0,0,0.3,2.4,123,93.09,0.5,1006
2019,2,6,23,30,0,0,0,0,0,0,0.3,2.4,115,93,0.4,1006
2019,2,7,0,30,0,0,0,0,0,0,0.3,2.4,117,92.97,0.3,1006
2019,2,7,1,30,0,0,0,0,0,0,0.2,2.3,121,93.03,0.3,1005
2019,2,7,2,30,0,0,0,0,0,0,0.2,2.2,117,93.22,0.2,1005
2019,2,7,3,30,0,0,0,0,0,0,0.3,2.1,103,93.1,0.2,1005
2019,2,7,4,30,0,0,0,0,0,0,0.3,1.9,85,93.06,0.3,1005
2019,2,7,5,30,0,0,0,0,0,0,0.3,1.8,69,93.61,0.2,1005
2019,2,7,6,30,0,0,0,0,0,0,0.3,1.7,60,92.24,0.3,1006
2019,2,7,7,30,7,0,7,35,242,56,0.3,1.6,65,89.83,0.9,1006
2019,2,7,8,30,20,18,24,69,574,211,0.4,1.5,72,89.87,1.7,1006
2019,2,7,9,30,86,78,116,84,732,363,0.4,1.5,74,89.39,2.3,1006
2019,2,7,10,30,122,8,126,93,806,477,0.4,1.4,76,88.71,2.8,1006
2019,2,7,11,30,172,27,186,96,842,541,0.4,1.3,80,89.24,3,1006
2019,2,7,12,30,149,6,152,95,848,546,0.4,1.3,83,89.65,3.1,1005
2019,2,7,13,30,111,0,111,92,821,492,0.4,1.3,85,90.77,3,1005
2019,2,7,14,30,103,7,106,83,760,385,0.3,1.3,83,91.95,2.8,1005
2019,2,7,15,30,40,349,134,68,633,238,0.3,1.4,78,94.67,2.3,1005
2019,2,7,16,30,8,0,8,39,350,78,0.3,1.5,75,95.57,1.9,1005
2019,2,7,17,30,0,0,0,0,0,0,0.3,1.7,76,94.77,1.7,1005
2019,2,7,18,30,0,0,0,0,0,0,0.3,1.7,77,94.31,1.6,1005
2019,2,7,19,30,0,0,0,0,0,0,0.3,2.1,80,94.45,1.4,1004
2019,2,7,20,30,0,0,0,0,0,0,0.3,2.4,85,94.27,1.3,1003
2019,2,7,21,30,0,0,0,0,0,0,0.3,2.5,91,94.55,1.2,1003
2019,2,7,22,30,0,0,0,0,0,0,0.3,2.7,101,94.43,1.2,1002
2019,2,7,23,30,0,0,0,0,0,0,0.3,2.9,111,93.8,1.3,1001
2019,2,8,0,30,0,0,0,0,0,0,0.3,3,120,94.34,1.3,1000
2019,2,8,1,30,0,0,0,0,0,0,0.3,3.1,141,93.96,1.4,999
2019,2,8,2,30,0,0,0,0,0,0,0.3,3.1,172,94.16,1.4,998
2019,2,8,3,30,0,0,0,0,0,0,0.4,3.1,189,93.4,1.6,997
2019,2,8,4,30,0,0,0,0,0,0,0.4,3.2,190,94.88,1.6,996
2019,2,8,5,30,0,0,0,0,0,0,0.4,3.2,196,94.63,1.6,996
2019,2,8,6,30,0,0,0,0,0,0,0.4,3.1,214,93.41,1.8,996
2019,2,8,7,30,11,0,11,34,259,57,0.5,2.9,227,91.26,2.3,996
2019,2,8,8,30,33,0,33,63,585,210,0.5,2.6,225,90.39,3.1,996
2019,2,8,9,30,39,4,41,72,752,362,0.5,2.3,220,89.29,4.1,995
2019,2,8,10,30,45,0,45,78,838,481,0.6,1.8,229,88.24,5.5,995
2019,2,8,11,30,88,11,94,79,890,553,0.7,1.3,256,88.71,6.8,995
2019,2,8,12,30,139,207,250,76,919,569,0.9,0.8,282,91.41,6.7,995
2019,2,8,13,30,96,802,490,73,913,522,1.1,0.6,290,86.82,5,997
2019,2,8,14,30,105,490,302,64,878,417,1.1,0.5,289,80.84,3.1,998
2019,2,8,15,30,87,341,180,52,782,265,1.1,0.5,289,79.71,1.2,1000
2019,2,8,16,30,32,547,95,32,547,95,1,0.4,289,80.21,-0.8,1001
2019,2,8,17,30,0,0,0,0,0,0,1,0.4,288,77.72,-2.3,1002
2019,2,8,18,30,0,0,0,0,0,0,1,0.4,287,73.03,-2.9,1003
2019,2,8,19,30,0,0,0,0,0,0,1.1,0.3,284,72.69,-3.7,1004
2019,2,8,20,30,0,0,0,0,0,0,1.1,0.3,283,70.72,-4,1004
2019,2,8,21,30,0,0,0,0,0,0,1.1,0.3,281,69.56,-4.2,1005
2019,2,8,22,30,0,0,0,0,0,0,1.1,0.3,281,69.46,-4.4,1005
2019,2,8,23,30,0,0,0,0,0,0,1.1,0.3,283,69.13,-4.6,1006
2019,2,9,0,30,0,0,0,0,0,0,1.2,0.3,286,69.21,-4.9,1007
2019,2,9,1,30,0,0,0,0,0,0,1.2,0.3,288,68.56,-5.4,1008
2019,2,9,2,30,0,0,0,0,0,0,1.3,0.3,290,66.67,-5.9,1009
2019,2,9,3,30,0,0,0,0,0,0,1.3,0.3,292,65.59,-6.2,1009
2019,2,9,4,30,0,0,0,0,0,0,1.3,0.3,294,64.96,-6.4,1010
2019,2,9,5,30,0,0,0,0,0,0,1.3,0.3,296,64.53,-6.6,1011
2019,2,9,6,30,0,0,0,0,0,0,1.3,0.3,298,63.82,-6.7,1012
2019,2,9,7,30,20,0,20,32,447,74,1.3,0.3,299,61.78,-6.3,1013
2019,2,9,8,30,80,13,83,54,759,248,1.3,0.3,300,60.81,-5.7,1014
2019,2,9,9,30,126,453,302,63,890,410,1.3,0.3,302,59.7,-4.9,1015
2019,2,9,10,30,64,959,530,64,959,530,1.2,0.3,303,58.11,-4.1,1016
2019,2,9,11,30,65,988,596,65,988,596,1.2,0.3,305,56.93,-3.4,1016
2019,2,9,12,30,63,1007,608,63,1007,608,1.1,0.2,306,56.47,-2.9,1016
2019,2,9,13,30,59,991,551,59,991,551,1.1,0.2,307,56.64,-2.7,1017
2019,2,9,14,30,53,946,437,53,946,437,1,0.2,308,58.14,-3,1018
2019,2,9,15,30,45,848,280,45,848,280,0.8,0.2,308,61.61,-3.8,1019
2019,2,9,16,30,30,614,103,30,614,103,0.6,0.2,306,68.37,-5.2,1020
2019,2,9,17,30,0,0,0,0,0,0,0.6,0.2,303,72.76,-6.4,1020
2019,2,9,18,30,0,0,0,0,0,0,0.5,0.2,301,73.42,-6.7,1021
2019,2,9,19,30,0,0,0,0,0,0,0.6,0.2,295,78.29,-7.7,1021
2019,2,9,20,30,0,0,0,0,0,0,0.6,0.2,291,79.77,-8.2,1022
2019,2,9,21,30,0,0,0,0,0,0,0.5,0.3,287,80.33,-8.6,1022
2019,2,9,22,30,0,0,0,0,0,0,0.6,0.3,286,80.23,-8.9,1022
2019,2,9,23,30,0,0,0,0,0,0,0.6,0.3,286,79.96,-9.1,1022
2019,2,10,0,30,0,0,0,0,0,0,0.6,0.4,288,80.65,-9.2,1022
2019,2,10,1,30,0,0,0,0,0,0,0.5,0.4,291,82.98,-9.3,1021
2019,2,10,2,30,0,0,0,0,0,0,0.5,0.4,295,85.42,-9.4,1021
2019,2,10,3,30,0,0,0,0,0,0,0.5,0.4,299,87.04,-9.5,1020
2019,2,10,4,30,0,0,0,0,0,0,0.5,0.4,300,87.78,-9.7,1020
2019,2,10,5,30,0,0,0,0,0,0,0.5,0.4,299,86.4,-9.8,1020
2019,2,10,6,30,0,0,0,0,0,0,0.5,0.4,295,80.34,-9.2,1021
2019,2,10,7,30,34,209,54,32,461,77,0.5,0.4,297,72.61,-7.5,1021
2019,2,10,8,30,62,652,231,53,744,246,0.6,0.5,300,65.07,-5.7,1021
2019,2,10,9,30,81,730,369,64,867,406,0.7,0.5,298,59.29,-4.2,1020
2019,2,10,10,30,115,696,456,69,930,525,0.7,0.5,293,56.61,-3,1019
2019,2,10,11,30,76,932,581,72,948,586,0.7,0.6,289,55.87,-2.1,1018
2019,2,10,12,30,173,545,470,75,941,589,0.7,0.6,285,56.7,-1.6,1017
2019,2,10,13,30,95,822,507,77,909,532,0.7,0.6,285,59.37,-1.6,1017
2019,2,10,14,30,108,587,349,69,849,418,0.6,0.7,288,63.12,-2,1016
2019,2,10,15,30,84,444,209,58,739,266,0.5,0.7,291,68.88,-2.9,1016
2019,2,10,16,30,42,227,70,37,481,96,0.4,0.7,292,78.76,-4.5,1016
2019,2,10,17,30,0,0,0,0,0,0,0.3,0.7,290,82.08,-5.4,1015
2019,2,10,18,30,0,0,0,0,0,0,0.3,0.7,288,83.57,-5.5,1015
2019,2,10,19,30,0,0,0,0,0,0,0.3,0.8,285,84.19,-5.5,1015
2019,2,10,20,30,0,0,0,0,0,0,0.3,0.8,280,83.34,-5.4,1014
2019,2,10,21,30,0,0,0,0,0,0,0.3,0.8,281,83.73,-5.4,1014
2019,2,10,22,30,0,0,0,0,0,0,0.3,0.8,292,84.45,-5.5,1014
2019,2,10,23,30,0,0,0,0,0,0,0.3,0.8,302,85.17,-5.7,1013
2019,2,11,0,30,0,0,0,0,0,0,0.3,0.8,312,85.83,-6,1013
2019,2,11,1,30,0,0,0,0,0,0,0.3,0.8,322,85.69,-6.2,1012
2019,2,11,2,30,0,0,0,0,0,0,0.3,0.8,332,85.3,-6.3,1012
2019,2,11,3,30,0,0,0,0,0,0,0.3,0.8,340,85.09,-6.5,1011
2019,2,11,4,30,0,0,0,0,0,0,0.3,0.8,345,85.04,-6.6,1011
2019,2,11,5,30,0,0,0,0,0,0,0.3,0.8,354,84.8,-6.7,1011
2019,2,11,6,30,0,0,0,0,0,0,0.3,0.8,183,81.12,-6.4,1011
2019,2,11,7,30,36,55,42,34,415,76,0.4,0.8,8,75.56,-5.4,1012
2019,2,11,8,30,103,152,143,59,701,244,0.4,0.8,8,66.67,-4.2,1012
2019,2,11,9,30,152,317,278,72,823,400,0.4,0.8,181,63.07,-3.3,1012
2019,2,11,10,30,215,223,325,79,884,517,0.4,0.8,355,60.7,-2.2,1012
2019,2,11,11,30,188,493,458,79,919,582,0.4,0.8,349,58.6,-1,1012
2019,2,11,12,30,128,732,531,81,923,589,0.5,0.7,344,57.19,0,1011
2019,2,11,13,30,80,896,533,80,896,533,0.5,0.7,342,58.69,0.2,1011
2019,2,11,14,30,69,856,425,69,856,425,0.5,0.7,345,62.11,-0.2,1011
2019,2,11,15,30,56,770,276,56,770,276,0.4,0.6,349,69.43,-1.5,1011
2019,2,11,16,30,35,546,104,35,546,104,0.3,0.6,353,85.82,-3.9,1012
2019,2,11,17,30,0,0,0,0,0,0,0.4,0.5,358,87.25,-5.7,1013
2019,2,11,18,30,0,0,0,0,0,0,0.4,0.5,360,82.45,-6.1,1013
2019,2,11,19,30,0,0,0,0,0,0,0.4,0.4,5,81.78,-6.9,1014
2019,2,11,20,30,0,0,0,0,0,0,0.4,0.4,8,79.67,-7.2,1015
2019,2,11,21,30,0,0,0,0,0,0,0.4,0.4,9,78.58,-7.7,1015
2019,2,11,22,30,0,0,0,0,0,0,0.4,0.4,9,77.1,-8.2,1016
2019,2,11,23,30,0,0,0,0,0,0,0.4,0.4,12,75.67,-8.7,1015
2019,2,12,0,30,0,0,0,0,0,0,0.4,0.4,12,77.19,-9.7,1015
2019,2,12,1,30,0,0,0,0,0,0,0.4,0.4,8,77.41,-10.4,1016
2019,2,12,2,30,0,0,0,0,0,0,0.5,0.4,13,74.9,-10.6,1016
2019,2,12,3,30,0,0,0,0,0,0,0.4,0.4,26,74.47,-11,1016
2019,2,12,4,30,0,0,0,0,0,0,0.4,0.4,33,74.93,-11.6,1016
2019,2,12,5,30,0,0,0,0,0,0,0.4,0.5,40,73.53,-11.7,1016
2019,2,12,6,30,0,0,0,0,0,0,0.4,0.6,55,67.16,-11,1016
2019,2,12,7,30,28,0,28,31,509,85,0.4,0.7,71,62.24,-10.1,1016
2019,2,12,8,30,74,0,74,54,763,259,0.5,0.9,89,60.3,-9.2,1016
2019,2,12,9,30,109,23,118,70,861,417,0.5,1.1,99,60.82,-8.3,1015
2019,2,12,10,30,179,39,198,83,898,532,0.5,1.3,100,63.57,-7.5,1014
2019,2,12,11,30,139,0,139,97,898,593,0.6,1.5,101,67.67,-6.9,1013
2019,2,12,12,30,87,2,88,106,878,594,0.6,1.7,99,73.17,-6.5,1011
2019,2,12,13,30,104,3,106,104,844,535,0.6,1.8,94,77.74,-6.1,1010
2019,2,12,14,30,94,1,94,94,780,422,0.6,1.9,91,81.44,-5.8,1009
2019,2,12,15,30,35,0,35,79,646,267,0.6,2,90,85.1,-5.7,1008
2019,2,12,16,30,11,0,11,49,362,96,0.6,2,90,86.29,-5.5,1007
2019,2,12,17,30,0,0,0,0,0,0,0.7,2.1,94,86.1,-5.1,1006
2019,2,12,18,30,0,0,0,0,0,0,0.7,2.1,96,88.56,-4.9,1005
2019,2,12,19,30,0,0,0,0,0,0,0.8,2.2,98,87.27,-4.1,1002
2019,2,12,20,30,0,0,0,0,0,0,0.8,2.3,100,87.67,-3.6,1000
2019,2,12,21,30,0,0,0,0,0,0,0.8,2.4,100,88.11,-3,998
2019,2,12,22,30,0,0,0,0,0,0,0.8,2.5,102,88.93,-2.4,996
2019,2,12,23,30,0,0,0,0,0,0,0.8,2.5,105,89.54,-1.7,993
2019,2,13,0,30,0,0,0,0,0,0,0.7,2.6,101,91.1,-1.2,990
2019,2,13,1,30,0,0,0,0,0,0,0.5,2.7,83,89.73,-0.4,988
2019,2,13,2,30,0,0,0,0,0,0,0.3,2.7,54,92.83,0.4,986
2019,2,13,3,30,0,0,0,0,0,0,0.3,2.5,23,95.72,0.6,986
2019,2,13,4,30,0,0,0,0,0,0,0.2,2.2,182,96.52,0.4,985
2019,2,13,5,30,0,0,0,0,0,0,0.2,1.7,331,97.94,-0.4,986
2019,2,13,6,30,0,0,0,0,0,0,0.2,1.3,293,93.67,-0.9,986
2019,2,13,7,30,34,37,38,43,369,83,0.4,0.9,272,90.7,-0.4,987
2019,2,13,8,30,95,100,122,78,673,262,0.5,0.6,263,92.02,0.3,988
2019,2,13,9,30,125,71,154,92,827,429,0.6,0.6,265,92.26,0.8,988
2019,2,13,10,30,90,830,509,93,915,555,0.7,0.6,271,92,1.2,988
2019,2,13,11,30,218,367,422,97,943,622,0.7,0.6,271,91.55,1.3,987
2019,2,13,12,30,209,51,238,98,945,627,0.7,0.6,267,90.16,1.3,987
2019,2,13,13,30,188,213,298,92,918,565,0.7,0.7,261,90.23,1.1,988
2019,2,13,14,30,107,0,107,84,863,450,0.6,0.7,257,90.93,0.8,988
2019,2,13,15,30,102,266,180,69,747,289,0.6,0.7,256,92.8,0.2,989
2019,2,13,16,30,42,15,44,44,486,110,0.5,0.7,259,93.99,-0.6,989
2019,2,13,17,30,0,0,0,0,0,0,0.6,0.7,264,93.22,-1.3,990
2019,2,13,18,30,0,0,0,0,0,0,0.6,0.7,268,90.92,-1.5,990
2019,2,13,19,30,0,0,0,0,0,0,0.7,0.6,271,92.72,-2.5,991
2019,2,13,20,30,0,0,0,0,0,0,0.7,0.6,267,91.36,-3.2,992
2019,2,13,21,30,0,0,0,0,0,0,0.7,0.6,261,89.88,-3.8,992
2019,2,13,22,30,0,0,0,0,0,0,0.7,0.6,256,88.64,-4.2,993
2019,2,13,23,30,0,0,0,0,0,0,0.7,0.6,255,87.71,-4.4,993
2019,2,14,0,30,0,0,0,0,0,0,0.7,0.6,257,87.4,-4.5,994
2019,2,14,1,30,0,0,0,0,0,0,0.7,0.6,260,87.23,-4.6,994
2019,2,14,2,30,0,0,0,0,0,0,0.7,0.6,264,87.31,-4.7,994
2019,2,14,3,30,0,0,0,0,0,0,0.8,0.6,266,87.39,-4.7,995
2019,2,14,4,30,0,0,0,0,0,0,0.8,0.6,267,86.87,-4.6,996
2019,2,14,5,30,0,0,0,0,0,0,0.8,0.6,269,87.35,-4.7,997
2019,2,14,6,30,0,0,0,0,0,0,0.8,0.5,273,85.61,-4.5,998
2019,2,14,7,30,37,17,39,41,419,89,0.8,0.5,278,83.82,-4,998
2019,2,14,8,30,105,176,154,73,719,272,0.8,0.4,284,83.44,-3.3,999
2019,2,14,9,30,105,594,350,89,851,440,0.9,0.4,288,82.44,-2.6,1000
2019,2,14,10,30,92,780,489,98,910,562,0.8,0.5,289,81.76,-1.9,1000
2019,2,14,11,30,170,563,486,106,933,630,0.8,0.5,288,82.25,-1.3,1000
2019,2,14,12,30,227,234,359,106,928,630,0.8,0.6,286,82.65,-0.8,1000
2019,2,14,13,30,148,610,465,101,903,570,0.7,0.7,282,83.94,-0.6,1001
2019,2,14,14,30,85,841,446,88,850,453,0.6,0.7,280,85.66,-0.5,1002
2019,2,14,15,30,69,744,292,69,744,292,0.4,0.8,279,91.89,-1.2,1002
2019,2,14,16,30,43,500,113,43,500,113,0.6,0.9,274,95.75,-3,1002
2019,2,14,17,30,0,0,0,0,0,0,0.9,1,257,83.74,-3.8,1003
2019,2,14,18,30,0,0,0,0,0,0,0.9,1,245,83.02,-3.7,1003
2019,2,14,19,30,0,0,0,0,0,0,1.1,1.1,188,89.97,-5.1,1003
2019,2,14,20,30,0,0,0,0,0,0,1.1,1.1,172,92.2,-6.4,1003
2019,2,14,21,30,0,0,0,0,0,0,0.8,1.1,166,88.65,-6.6,1003
2019,2,14,22,30,0,0,0,0,0,0,0.4,1,166,84.84,-5.6,1002
2019,2,14,23,30,0,0,0,0,0,0,0.3,0.9,167,86.18,-4.1,1002
2019,2,15,0,30,0,0,0,0,0,0,0.4,0.9,164,88.75,-3.1,1002
2019,2,15,1,30,0,0,0,0,0,0,0.4,0.9,159,90.72,-2.6,1002
2019,2,15,2,30,0,0,0,0,0,0,0.5,0.9,151,90.48,-2,1001
2019,2,15,3,30,0,0,0,0,0,0,0.5,0.9,138,91.38,-1.3,1000
2019,2,15,4,30,0,0,0,0,0,0,0.5,1,126,92.53,-0.9,1000
2019,2,15,5,30,0,0,0,0,0,0,0.5,1.2,119,92.65,-0.5,999
2019,2,15,6,30,0,0,0,0,0,0,0.6,1.3,116,92.55,-0.2,998
2019,2,15,7,30,43,126,58,50,281,83,0.6,1.5,129,90.79,0.5,997
2019,2,15,8,30,94,342,190,93,559,251,0.7,1.6,149,91.44,1.3,996
2019,2,15,9,30,144,427,322,117,708,412,0.7,1.6,160,92.57,1.9,994
2019,2,15,10,30,176,468,417,127,795,536,0.6,1.5,165,92.21,2.5,993
2019,2,15,11,30,253,105,312,126,850,607,0.5,1.4,169,92.16,3.2,992
2019,2,15,12,30,248,99,304,119,867,613,0.5,1.3,169,92.46,4,991
2019,2,15,13,30,198,50,224,111,848,556,0.5,1.3,170,93.19,4.7,990
2019,2,15,14,30,162,44,181,100,786,441,0.6,1.4,172,95.22,5,990
2019,2,15,15,30,105,325,204,83,657,282,0.6,1.6,176,97.73,4.8,990
2019,2,15,16,30,51,137,71,52,390,108,0.6,1.7,183,99.33,4.3,990
2019,2,15,17,30,0,0,0,0,0,0,0.6,1.7,197,98.53,4,990
2019,2,15,18,30,0,0,0,0,0,0,0.5,1.8,208,97.74,3.9,990
2019,2,15,19,30,0,0,0,0,0,0,0.6,1.6,266,98.11,3.7,990
2019,2,15,20,30,0,0,0,0,0,0,0.6,1.3,297,99.77,2.9,991
2019,2,15,21,30,0,0,0,0,0,0,0.5,1.1,307,99.6,1.8,991
2019,2,15,22,30,0,0,0,0,0,0,0.5,0.8,306,98.08,0.6,992
2019,2,15,23,30,0,0,0,0,0,0,0.6,0.6,304,95.79,-0.5,992
2019,2,16,0,30,0,0,0,0,0,0,0.6,0.5,304,92.21,-1.3,992
2019,2,16,1,30,0,0,0,0,0,0,0.6,0.4,304,89.86,-2.1,992
2019,2,16,2,30,0,0,0,0,0,0,0.6,0.4,305,88.11,-2.8,992
2019,2,16,3,30,0,0,0,0,0,0,0.6,0.5,305,87.9,-3.4,993
2019,2,16,4,30,0,0,0,0,0,0,0.6,0.5,304,87.26,-3.9,994
2019,2,16,5,30,0,0,0,0,0,0,0.6,0.5,302,86.68,-4.3,994
2019,2,16,6,30,0,0,0,0,0,0,0.6,0.4,300,82.33,-3.9,995
2019,2,16,7,30,41,488,101,41,488,101,0.7,0.5,301,78.54,-2.7,995
2019,2,16,8,30,74,722,281,74,722,281,0.8,0.5,303,75.62,-1.4,996
2019,2,16,9,30,97,826,446,97,826,446,0.8,0.6,304,71.36,-0.3,996
2019,2,16,10,30,112,878,568,112,878,568,0.8,0.6,302,70,0.4,996
2019,2,16,11,30,127,890,635,127,890,635,0.8,0.6,297,70.6,0.8,996
2019,2,16,12,30,125,896,640,125,896,640,0.8,0.6,296,72.33,0.8,996
2019,2,16,13,30,107,887,577,112,888,582,0.8,0.6,299,73.62,0.7,996
2019,2,16,14,30,98,846,469,98,846,469,0.8,0.5,304,75.79,0.2,997
2019,2,16,15,30,75,761,309,75,761,309,0.8,0.5,309,79.08,-0.8,997
2019,2,16,16,30,44,561,127,44,561,127,0.7,0.5,312,84.1,-2.2,998
2019,2,16,17,30,3,26,2,3,26,2,0.7,0.4,317,85.97,-3.4,999
2019,2,16,18,30,0,0,0,0,0,0,0.7,0.4,319,83.48,-4,999
2019,2,16,19,30,0,0,0,0,0,0,0.6,0.4,326,85.86,-5.2,1000
2019,2,16,20,30,0,0,0,0,0,0,0.5,0.4,326,86.96,-6.3,1001
2019,2,16,21,30,0,0,0,0,0,0,0.6,0.3,325,87.09,-7.1,1001
2019,2,16,22,30,0,0,0,0,0,0,0.6,0.3,327,87,-7.7,1002
2019,2,16,23,30,0,0,0,0,0,0,0.6,0.3,329,87.14,-8.3,1002
2019,2,17,0,30,0,0,0,0,0,0,0.7,0.3,325,87.24,-8.9,1003
2019,2,17,1,30,0,0,0,0,0,0,0.7,0.3,322,87.62,-9.5,1003
2019,2,17,2,30,0,0,0,0,0,0,0.7,0.3,326,87.72,-10,1003
2019,2,17,3,30,0,0,0,0,0,0,0.7,0.2,331,88.51,-10.5,1003
2019,2,17,4,30,0,0,0,0,0,0,0.6,0.2,329,89.07,-11,1004
2019,2,17,5,30,0,0,0,0,0,0,0.6,0.2,326,88.32,-11.3,1004
2019,2,17,6,30,0,0,0,0,0,0,0.6,0.2,330,81.77,-10.7,1005
2019,2,17,7,30,39,361,85,36,605,113,0.5,0.2,339,69.29,-8.4,1006
2019,2,17,8,30,60,787,289,59,842,304,0.4,0.2,347,62.93,-5.8,1006
2019,2,17,9,30,75,926,470,75,926,470,0.4,0.3,352,58.41,-3.8,1006
2019,2,17,10,30,87,967,594,87,967,594,0.3,0.3,350,54.65,-1.9,1005
2019,2,17,11,30,93,988,662,93,988,662,0.2,0.3,319,50.73,-0.4,1005
2019,2,17,12,30,102,970,664,102,970,664,0.2,0.3,286,49.52,0.4,1004
2019,2,17,13,30,104,767,514,103,925,597,0.2,0.4,281,51.17,0.7,1004
