,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,DAILY_YIELD
367,26.36242213378257,38.731893957681926,0.4790444257828957,8496.0
368,25.50280010727764,35.75254810296494,0.3986456853204744,7369.0
369,26.471948133862433,36.39943160361551,0.3660889946185535,6777.0
370,26.451856226415075,36.058201727762814,0.3392287826957191,6305.0
371,25.5512210287834,34.16393440621942,0.3267021648506515,5957.0
372,28.564478195329666,38.61684165677657,0.35868634965505153,6450.0
373,29.494486331593407,42.02868699734433,0.4409880415197766,7391.0
374,25.14405622564103,33.57360166694139,0.2935862516426643,5286.0
375,27.403738549416914,37.733532126554906,0.3682624794537422,6790.0
377,28.48899484016173,40.469185906468994,0.41734193406100667,7000.0
378,29.362050044752184,45.2787840813897,0.5327888079030094,8395.0
379,29.77591632246181,42.970462607457314,0.4705128346086936,7556.0
380,29.75759639342041,44.27708854611927,0.5138370865080109,8085.0
382,29.34052075396825,40.68582583292181,0.38032530094032735,6564.0
383,28.05908833514286,44.41899472519048,0.4959132248282057,7951.0
384,26.766419354304038,38.80223721904761,0.42067411862465415,7146.0
385,26.96867871804029,37.23067778296702,0.33895111748448986,5965.0
386,26.53805245722739,36.08461742218231,0.3394085453393864,5751.0
388,26.260068479853487,37.29405107216118,0.4216867084861565,7699.0
389,27.166873286813182,40.150425865201456,0.4744418160667904,8009.0
391,26.105285082600737,36.31472878983517,0.3755168842980329,6197.0
392,26.750387714106026,39.85482460098832,0.4604221293001194,8019.0
393,27.37878858492639,40.18034011169398,0.4776514474694416,8217.0
394,27.871142988679253,40.50019721617252,0.4670693079321634,7846.0
395,26.572746956959712,36.164621774450566,0.36985176897641736,6277.0
396,25.822457678754567,33.455246091666666,0.2987251085254719,5521.0
397,25.42447148077268,33.1533057211141,0.3075764350852201,5710.0
398,26.36242213378257,38.731893957681926,0.4790444257828957,8255.0
399,25.50280010727764,35.75254810296494,0.3986456853204744,7165.0
400,26.471948133862433,36.39943160361551,0.3660889946185535,6564.0
401,26.451856226415075,36.058201727762814,0.3392287826957191,6124.0
402,25.5512210287834,34.16393440621942,0.3267021648506515,5758.0
403,28.564478195329666,38.61684165677657,0.35868634965505153,6173.0
404,29.494486331593407,42.02868699734433,0.4409880415197766,7397.0
405,25.14405622564103,33.57360166694139,0.2935862516426643,5364.0
406,27.403738549416914,37.733532126554906,0.3682624794537422,6938.0
407,29.383560797255026,45.3354274795061,0.5353675078003755,7778.0
409,29.362050044752184,45.2787840813897,0.5327888079030094,8475.0
410,29.77591632246181,42.970462607457314,0.4705128346086936,8032.0
411,29.75759639342041,44.27708854611927,0.5138370865080109,8812.0
415,26.766419354304038,38.80223721904761,0.42067411862465415,7341.0
416,26.96867871804029,37.23067778296702,0.33895111748448986,5915.0
417,26.53805245722739,36.08461742218231,0.3394085453393864,5509.0
418,25.868719653728657,36.706711160736745,0.4053518750245385,7350.0
419,26.260068479853487,37.29405107216118,0.4216867084861565,7786.0
421,26.602369914914647,39.037956016891286,0.43759734320472143,7796.0
423,26.750387714106026,39.85482460098832,0.4604221293001194,8214.0
424,27.37878858492639,40.18034011169398,0.4776514474694416,8344.0
425,27.871142988679253,40.50019721617252,0.4670693079321634,8240.0
426,26.572746956959712,36.164621774450566,0.36985176897641736,6578.0
427,25.822457678754567,33.455246091666666,0.2987251085254719,5662.0
428,25.42447148077268,33.1533057211141,0.3075764350852201,5851.0
429,26.36242213378257,38.731893957681926,0.4790444257828957,8354.0
430,25.50280010727764,35.75254810296494,0.3986456853204744,7261.0
431,26.471948133862433,36.39943160361551,0.3660889946185535,6795.0
432,26.451856226415075,36.058201727762814,0.3392287826957191,6261.0
433,25.5512210287834,34.16393440621942,0.3267021648506515,5952.0
434,28.564478195329666,38.61684165677657,0.35868634965505153,6233.0
435,29.494486331593407,42.02868699734433,0.4409880415197766,7438.0
436,25.14405622564103,33.57360166694139,0.2935862516426643,5365.0
