(kW),12:00 AM,1:00 AM,2:00 AM,3:00 AM,4:00 AM,5:00 AM,6:00 AM,7:00 AM,8:00 AM,9:00 AM,10:00 AM,11:00 AM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM
11/20/2019,155.0069,149.4837,149.5003,150.2899,146.704,142.9285,144.0608,145.2883,145.9259,145.472,145.1231,130.9779,144.5549,139.5356,139.4672,137.6847,140.9018,142.8631,148.4322,148.2582,141.965,151.5042,158.9401,151.0372
11/21/2019,153.5784,152.5723,150.5865,143.9395,145.6741,144.8359,145.4711,145.3965,144.8398,145.294,143.7371,150.4514,149.1004,146.9012,146.7044,156.6432,145.2082,149.273,146.5409,147.6432,146.6491,149.7175,144.1887,138.9216
11/22/2019,142.3877,144.1385,143.1789,146.4852,145.9389,148.2074,140.0522,145.636,130.4779,146.156,152.6036,140.2531,152.3671,150.7816,145.4174,149.5703,144.125,155.137,139.7478,141.578,143.9452,137.9543,146.405,142.3153
11/23/2019,142.5023,139.2882,132.6182,130.8075,130.4667,131.9845,129.8607,140.0603,137.1954,143.4946,135.5097,132.4657,135.1069,133.8842,132.7615,135.8084,133.2818,129.6945,137.2509,132.0071,140.0034,140.8557,139.8114,141.9726
11/24/2019,142.4527,140.3542,139.8636,140.1731,132.4925,139.9351,145.2016,130.714,142.5755,134.869,144.1036,136.5416,136.7417,137.7391,135.491,148.6017,141.8113,143.8521,145.7254,142.755,142.354,143.8622,147.7785,122.9415
11/25/2019,131.8842,153.5081,152.8993,147.593,144.0341,147.4812,143.1789,148.4729,155.3918,145.7989,156.7502,145.2162,145.2502,139.0987,139.8354,137.4247,138.0129,146.6306,147.3849,148.8432,156.7888,156.9284,154.2592,152.1271
11/26/2019,152.31,140.6918,144.5356,142.7811,140.9667,143.7375,149.5238,143.2543,142.7106,137.9483,144.5466,142.3786,146.3313,145.2219,144.627,145.4895,145.028,143.7088,154.8196,148.0793,145.17,147.1875,150.8605,145.508
11/27/2019,146.2507,157.5852,144.5682,144.3059,144.698,151.3409,140.5409,146.2315,143.8842,146.9558,152.0293,140.6352,145.4402,137.1851,142.5318,145.1165,140.4624,143.3627,145.3376,143.2149,141.8709,145.7437,138.5612,138.6405
11/28/2019,138.3612,140.4775,139.1256,138.673,139.7494,137.689,136.046,137.3232,136.8289,144.5806,146.1599,145.8427,137.1488,138.3143,141.2937,144.2742,143.1889,141.5266,142.6371,141.7009,143.1192,143.076,141.9335,143.1701
11/29/2019,142.219,148.576,143.161,146.5513,147.5253,137.0965,137.5807,132.2678,141.2919,145.3036,146.4103,145.3202,147.6948,139.7979,137.7975,138.8018,137.9101,134.999,135.9252,136.1353,142.4221,144.0643,151.0557,130.9958
11/30/2019,143.5274,144.702,148.8892,142.6833,141.5364,150.3697,144.6336,143.8188,138.515,150.6066,146.3961,150.811,150.3078,151.4381,143.955,149.675,147.5907,137.1111,135.9936,136.4412,137.6969,138.2181,137.3342,143.1209
12/1/2019,141.8408,148.5031,144.47,146.3262,148.079,150.1057,146.3019,155.8445,153.5116,157.798,153.4047,151.982,147.9245,148.1141,142.0332,148.6789,147.3726,136.5435,139.4335,136.7735,146.1523,139.8569,141.4792,139.4109
12/2/2019,137.0894,147.7897,140.0161,138.8864,140.3441,145.9001,145.5228,146.2614,144.3453,151.3114,143.7513,149.7839,146.6125,144.4798,155.2877,151.4476,146.9801,152.684,162.6857,155.1217,153.0356,162.4012,159.5883,153.4415
12/3/2019,161.7312,166.8039,149.9331,152.4934,147.3684,156.3717,142.601,158.6533,161.493,153.3092,147.8319,151.3764,149.5462,147.9906,148.3247,139.7024,150.4643,157.1609,164.1588,160.9553,153.0323,155.9052,152.6389,166.7239
12/4/2019,154.898,150.6973,147.3042,146.2351,139.5983,150.522,150.8851,150.511,149.5402,147.856,147.0603,153.634,149.4264,147.9442,155.9843,157.7314,148.5976,159.7011,149.4507,157.8401,160.7058,151.356,159.9041,151.12
12/5/2019,161.4546,155.6268,149.7368,153.0542,148.394,150.7161,150.3183,150.2594,156.8888,146.5757,148.2196,156.2355,148.9641,151.7021,151.6286,155.0945,154.366,157.9023,152.5139,156.6525,160.9415,157.1428,153.332,159.5323
12/6/2019,156.2935,154.386,153.5772,152.9028,150.3384,152.005,148.4562,148.4021,152.7284,163.1662,159.5901,150.8188,149.4103,147.8148,163.2292,149.5894,158.371,154.4826,155.9559,149.6984,152.0215,149.045,150.1372,143.7674
12/7/2019,142.7769,144.7511,144.2508,141.3398,146.973,146.5538,148.8463,146.7454,146.4092,148.1951,148.0179,147.8871,148.0452,148.0572,146.2591,152.0444,148.2672,146.1834,145.2338,148.4942,147.9765,146.7446,146.7621,154.3834
12/8/2019,145.3105,145.737,145.0197,146.8756,144.8829,147.7113,139.7178,140.1953,139.46,141.089,140.966,142.7318,140.334,144.5919,140.9968,147.7132,145.8484,148.8116,145.4934,145.7556,149.5523,146.7243,150.9589,148.5682
12/9/2019,148.017,147.5484,150.923,149.6868,150.5424,144.8025,151.2241,146.9298,152.0102,150.5906,147.6522,159.1369,142.3788,141.9318,153.9851,144.4243,150.4306,147.5658,149.7325,150.4573,153.0666,146.3251,146.9874,157.7003
12/10/2019,153.956,154.3195,149.3346,152.1124,149.6429,142.4625,150.2927,151.5609,148.758,149.6642,152.4302,149.2038,149.9964,150.3657,150.4856,142.7833,150.2511,154.7723,151.1343,152.7935,153.6381,149.5775,152.9792,155.3183
12/11/2019,151.5387,152.683,151.0688,154.0481,149.6467,148.4055,148.8187,153.7046,147.8766,146.7192,147.3505,147.3501,147.2522,148.0714,148.9071,147.1381,150.2097,156.0664,158.2156,153.7538,158.9423,160.7831,151.7255,152.0123
12/12/2019,162.6697,157.1073,154.1904,147.1871,154.1334,156.8745,146.502,148.9108,146.5194,146.6565,146.9125,148.2612,145.2488,146.5423,147.9411,145.074,146.7379,161.1974,156.5753,168.0344,155.4116,149.9285,155.1596,152.1185
12/13/2019,164.6346,163.4306,159.0534,147.507,158.5538,147.0023,145.434,151.356,148.3591,147.0872,145.1295,149.2821,150.9614,150.0077,149.5033,148.0418,152.2235,152.4329,154.1948,153.1178,153.7584,147.05,150.6479,144.5538
12/14/2019,150.6666,149.5348,142.621,143.0453,145.5339,143.2403,146.9819,145.7672,146.4533,149.1905,150.0543,147.1812,134.662,161.6912,151.5594,151.6453,144.731,149.0459,145.1267,144.6849,144.1188,142.5509,144.8457,144.7778
12/15/2019,144.3603,146.4391,144.0345,146.2023,146.1222,151.0852,143.9196,149.67,151.817,144.9226,146.8358,139.5706,147.274,149.575,147.011,139.7244,145.8063,139.53,144.5214,136.4271,136.99,137.1562,138.3887,139.2796
12/16/2019,144.0903,142.9651,147.1802,146.8827,144.9883,146.2682,147.9901,141.317,141.0075,140.8793,146.1925,143.3466,145.5492,142.0181,142.5156,143.9489,139.0205,150.1947,149.9578,150.0136,150.174,149.2155,143.5255,144.2625
12/17/2019,144.412,141.7846,140.5397,141.7231,139.8164,136.813,133.6765,133.4149,132.15,132.9475,133.1535,133.6012,133.004,133.8846,144.7159,146.1452,139.9954,142.545,142.9233,143.0048,143.3983,142.0567,146.0489,144.1558
12/18/2019,145.279,147.6615,141.3946,144.6655,141.8905,149.4042,147.9761,148.1303,146.772,150.8639,148.6904,148.39,148.3287,149.2424,147.8818,150.1158,151.7233,153.1767,154.1449,161.4313,158.4824,150.9634,157.6564,150.8752
12/19/2019,160.7304,160.8447,156.0724,147.5799,155.9886,147.9218,146.5056,146.1467,154.4689,147.1305,156.1041,157.1146,153.4169,156.0983,155.4475,161.1538,153.6572,158.3423,155.8786,160.7665,158.8603,156.204,158.468,153.9096
12/20/2019,141.7247,148.0196,161.9244,160.4863,154.3174,143.9688,148.5348,152.9184,151.9818,159.9002,156.338,157.8496,156.1866,161.2481,155.4819,150.9827,156.512,160.079,163.7238,157.6107,153.4693,160.1914,148.7742,154.8447
12/21/2019,153.1689,152.8088,147.731,146.7357,147.0909,148.5466,147.1919,148.0494,149.7188,153.1688,148.031,156.5276,146.9624,154.6481,145.7409,152.9269,147.8409,149.8116,146.4293,144.0915,143.6741,144.7852,142.664,140.0076
12/22/2019,143.8371,141.9968,145.9572,146.9594,144.012,146.9866,146.9411,148.9444,144.1078,145.1401,145.364,144.9424,138.6129,140.5572,138.9892,138.16,140.1464,139.3838,138.5942,143.3863,142.4241,146.9881,144.6626,149.4531
12/23/2019,150.2962,143.5012,145.8967,145.3776,145.3575,145.4271,144.5121,146.4133,147.6674,145.7236,147.4423,137.7949,145.9913,136.0117,142.6776,143.7724,139.6029,135.4309,130.6656,136.7332,139.4117,142.1888,131.1057,132.903
12/24/2019,131.7508,129.1231,129.2632,134.1911,133.1946,130.8179,132.6289,134.0182,137.527,136.2368,136.0953,132.5596,135.3884,131.2844,134.1124,137.2055,135.7546,134.4168,133.2768,137.913,129.905,130.0339,131.4023,133.8865
12/25/2019,130.4784,131.6879,131.1863,132.0304,130.1493,133.0739,144.7805,131.349,143.1937,145.3579,143.097,142.989,137.9018,149.6977,142.1646,144.8974,143.0758,141.0352,135.5139,135.4052,135.5834,136.3706,142.918,134.8618
12/26/2019,141.9693,137.1752,139.5402,146.8593,152.7795,143.379,145.1869,141.4059,145.2888,145.2271,147.026,142.6537,148.1416,140.8845,141.6588,142.7031,141.7625,141.3747,142.8056,140.5774,141.434,150.7639,140.8143,143.1974
12/27/2019,135.2798,134.6841,139.5558,133.3446,136.1833,147.3661,137.2473,145.7305,144.044,144.8048,148.8026,148.0169,143.7668,147.7136,146.4794,146.0352,146.9921,151.8416,150.664,133.4018,143.9232,142.4547,144.5125,145.3902
12/28/2019,143.7053,142.9928,142.9425,140.4729,138.9912,131.8503,133.7255,131.7196,131.9485,133.2596,131.551,132.5778,134.4969,140.4339,139.2044,147.4415,149.4998,146.9938,148.3936,144.6495,146.6878,140.8487,131.6041,128.8581
12/29/2019,138.0456,138.0678,138.1703,131.4713,131.5576,132.4417,132.4685,133.1056,142.9219,135.8356,134.5408,136.6208,135.6698,135.3356,135.1003,137.5422,135.5864,135.0277,133.6594,130.3608,131.478,130.7075,129.4008,132.6003
12/30/2019,132.0075,141.3786,132.2407,131.8303,130.3361,145.6549,139.0277,137.8022,137.9994,137.1032,133.3833,135.3013,140.39,132.471,133.455,140.1821,137.7263,128.5575,133.6284,144.5314,147.9245,143.9901,143.3946,145.8338
12/31/2019,138.3714,145.8098,141.1601,135.5959,135.9697,137.3811,137.4007,136.769,135.9477,135.997,138.0133,143.2461,144.7168,149.6592,148.7529,148.9073,147.64,148.6467,147.9048,149.1909,146.7473,148.5777,145.4359,143.7101
