Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units
NSRDB,970013,-,-,-,33.73,-84.38,0,300,-5,w/m2
Year,Month,Day,Hour,Minute,DNI,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure
2019,2,23,15,30,0,2.3,3,90.37,12.8,985
2019,2,23,16,30,0,2.2,2.9,87.99,14.1,985
2019,2,23,17,30,0,2,2.9,85.25,15.6,984
2019,2,23,18,30,1,2,2.9,84.94,16.7,983
2019,2,23,19,30,0,1.8,2.9,85.96,17.4,982
2019,2,23,20,30,3,1.7,3,89.87,17.3,982
2019,2,23,21,30,4,1.6,3.1,97,16.4,982
2019,2,23,22,30,0,1.5,3.3,100,15.2,982
2019,2,23,23,30,5,1.5,3.3,100,14.6,982
2019,2,24,0,30,0,1.8,3.5,100,14.2,982
2019,2,24,1,30,0,1.9,3.6,100,14.3,981
2019,2,24,2,30,0,2,3.7,100,14.7,981
2019,2,24,3,30,0,2.3,3.8,100,15.2,980
2019,2,24,4,30,0,2.6,4,99.7,16,979
2019,2,24,5,30,0,2.8,4.1,99.38,16.8,978
2019,2,24,6,30,0,2.8,4.2,99.98,17.4,977
2019,2,24,7,30,0,2.8,4.2,100,17.6,977
2019,2,24,8,30,0,2.7,4.1,100,17.7,976
2019,2,24,9,30,0,2.4,3.8,100,17.8,976
2019,2,24,10,30,0,2.3,3.3,100,17.5,976
2019,2,24,11,30,0,2.2,2.4,100,16.5,977
2019,2,24,12,30,268,2.1,1.4,98.34,15.1,978
2019,2,24,13,30,725,2.3,0.9,88,14.4,979
2019,2,24,14,30,883,3,0.9,76.83,14.7,980
2019,2,24,15,30,953,3.8,0.9,67.85,15.3,981
2019,2,24,16,30,987,4,0.8,65.63,15.4,982
2019,2,24,17,30,626,3.9,0.8,64.51,15,982
2019,2,24,18,30,715,3.7,0.7,62.01,14.5,982
2019,2,24,19,30,683,3.5,0.7,60.57,14.1,983
2019,2,24,20,30,944,3.2,0.7,61.95,13.4,983
2019,2,24,21,30,865,2.8,0.6,66.1,12.1,984
2019,2,24,22,30,675,2.3,0.6,73.89,10.2,985
2019,2,24,23,30,79,2,0.6,77.33,9.1,985
2019,2,25,0,30,0,1.7,0.5,83.83,7.5,987
2019,2,25,1,30,0,1.4,0.5,87.01,6.6,987
2019,2,25,2,30,0,1.2,0.5,90.49,5.7,988
2019,2,25,3,30,0,1.1,0.4,93.98,4.9,989
2019,2,25,4,30,0,1,0.4,96.96,4.2,989
2019,2,25,5,30,0,1,0.4,98.71,3.6,990
2019,2,25,6,30,0,0.9,0.4,99.83,3,990
2019,2,25,7,30,0,0.9,0.4,100,2.4,991
2019,2,25,8,30,0,0.9,0.3,100,1.9,991
2019,2,25,9,30,0,0.9,0.3,100,1.4,992
2019,2,25,10,30,0,0.9,0.3,100,0.9,992
2019,2,25,11,30,0,1,0.3,96.89,1.1,993
2019,2,25,12,30,361,1.5,0.3,85.01,2.9,993
2019,2,25,13,30,796,2,0.3,71.09,5.5,994
2019,2,25,14,30,937,2.2,0.3,54.84,7.8,994
2019,2,25,15,30,1002,2.1,0.3,46.35,10,994
2019,2,25,16,30,642,1.8,0.4,43.01,11.8,994
2019,2,25,17,30,914,1.6,0.5,41.62,13.2,994
2019,2,25,18,30,1005,1.3,0.5,41.51,14.1,994
2019,2,25,19,30,947,1.1,0.6,42.9,14.3,993
2019,2,25,20,30,927,0.8,0.7,45.31,14.2,993
2019,2,25,21,30,828,0.5,0.7,51.94,13.5,993
2019,2,25,22,30,618,0.5,0.8,59.23,12.2,993
2019,2,25,23,30,40,0.5,0.8,49.04,11.5,993
2019,2,26,0,30,0,0.5,0.7,52.75,10.5,993
2019,2,26,1,30,0,0.5,0.7,52.1,10.2,993
2019,2,26,2,30,0,0.4,0.8,53.08,10,993
2019,2,26,3,30,0,0.4,0.8,53.44,9.7,993
2019,2,26,4,30,0,0.4,0.8,52.95,9.6,993
2019,2,26,5,30,0,0.4,0.8,51.76,9.5,993
2019,2,26,6,30,0,0.5,0.9,51.77,9.3,993
2019,2,26,7,30,0,0.5,0.9,53.44,8.9,993
2019,2,26,8,30,0,0.7,0.9,58.16,7.7,992
2019,2,26,9,30,0,0.9,0.9,70.17,5.9,992
2019,2,26,10,30,0,0.8,1,80.32,4.6,992
2019,2,26,11,30,0,0.8,1.2,81.01,4.7,992
2019,2,26,12,30,4,1,1.3,76.61,6.9,993
2019,2,26,13,30,173,1.2,1.4,66.21,9.7,993
2019,2,26,14,30,510,1.4,1.4,58.73,12.3,993
2019,2,26,15,30,41,1.5,1.5,54.01,14.7,993
2019,2,26,16,30,342,1.6,1.6,55.03,16.5,992
2019,2,26,17,30,179,1.5,1.7,58.23,17.7,991
2019,2,26,18,30,202,1.5,1.8,61.83,18.2,990
2019,2,26,19,30,66,1.4,2,67.14,17.9,989
2019,2,26,20,30,1,1.1,2.1,74.51,17.4,989
2019,2,26,21,30,10,0.8,2.3,84.93,16.3,989
2019,2,26,22,30,0,0.6,2.5,97.56,14.7,989
2019,2,26,23,30,0,0.6,2.5,95.98,14,989
2019,2,27,0,30,0,0.7,2.6,97.81,13.6,989
2019,2,27,1,30,0,0.7,2.6,98.41,13.5,989
2019,2,27,2,30,0,0.7,2.5,99.25,13.3,988
2019,2,27,3,30,0,0.7,2.5,100,13,988
2019,2,27,4,30,0,0.8,2.5,100,12.6,988
2019,2,27,5,30,0,0.7,2.5,100,12.2,988
2019,2,27,6,30,0,0.6,2.4,100,11.4,987
2019,2,27,7,30,0,0.6,2.5,100,10.9,987
2019,2,27,8,30,0,0.6,2.5,100,10.7,987
2019,2,27,9,30,0,0.6,2.5,100,10.8,987
2019,2,27,10,30,0,0.7,2.6,100,10.9,987
2019,2,27,11,30,0,0.6,2.6,99.63,11.3,987
2019,2,27,12,30,0,0.5,2.6,94.27,12.5,987
2019,2,27,13,30,0,0.7,2.6,94.64,14.3,988
2019,2,27,14,30,0,0.8,2.6,92.46,15.9,987
2019,2,27,15,30,6,0.7,2.5,84.67,17.2,987
2019,2,27,16,30,0,0.6,2.4,78.43,18.3,986
2019,2,27,17,30,3,0.7,2.4,73.32,19.2,985
2019,2,27,18,30,81,0.9,2.3,70.25,19.9,984
2019,2,27,19,30,208,1,2.2,70.68,19.9,984
2019,2,27,20,30,17,1,2.1,72.49,19.5,983
2019,2,27,21,30,86,0.8,2,81.24,18.5,983
2019,2,27,22,30,229,0.7,1.9,95.96,16.7,983
2019,2,27,23,30,55,0.8,1.9,89.19,15.6,983
2019,2,28,0,30,0,0.9,1.9,94.73,14,983
2019,2,28,1,30,0,0.9,1.9,97.22,13.2,983
2019,2,28,2,30,0,0.8,1.9,98.64,12.5,983
2019,2,28,3,30,0,0.7,1.9,100,12,982
2019,2,28,4,30,0,0.7,2.1,100,11.6,982
2019,2,28,5,30,0,0.7,2.2,100,11.3,982
2019,2,28,6,30,0,0.7,2.3,100,11.1,982
2019,2,28,7,30,0,0.7,2.5,100,10.9,981
2019,2,28,8,30,0,0.6,2.6,100,10.9,981
2019,2,28,9,30,0,0.6,2.8,100,11,981
2019,2,28,10,30,0,0.6,2.9,100,11.2,981
2019,2,28,11,30,0,0.5,3,100,11.7,982
2019,2,28,12,30,5,0.4,3,98.31,12.6,982
2019,2,28,13,30,0,0.3,3.1,96.26,13.8,982
2019,2,28,14,30,0,0.5,3.1,97.88,14.6,982
2019,2,28,15,30,0,1,3.1,97.13,15.1,982
2019,2,28,16,30,0,1.4,3.1,95.71,15.7,982
2019,2,28,17,30,1,1.6,3,95.55,16.3,981
2019,2,28,18,30,21,1.8,2.8,92.69,17,980
2019,2,28,19,30,43,1.8,2.8,90.21,17.6,980
2019,2,28,20,30,17,1.7,2.8,89.28,17.8,980
2019,2,28,21,30,261,1.3,2.8,92.79,17.4,980
2019,2,28,22,30,3,0.9,2.7,100,15.9,981
2019,2,28,23,30,20,0.8,2.7,100,14.8,981
2019,3,1,0,30,0,0.9,2.7,100,14.3,981
2019,3,1,1,30,0,0.8,2.6,100,14,981
2019,3,1,2,30,0,0.8,2.6,100,13.9,981
2019,3,1,3,30,0,0.8,2.6,100,13.9,981
2019,3,1,4,30,0,0.8,2.6,100,13.8,981
2019,3,1,5,30,0,0.7,2.6,100,13.7,981
2019,3,1,6,30,0,0.7,2.6,100,13.6,981
2019,3,1,7,30,0,0.6,2.6,100,13.6,981
2019,3,1,8,30,0,0.6,2.7,100,13.6,980
2019,3,1,9,30,0,0.6,2.7,100,13.6,980
2019,3,1,10,30,0,0.7,2.7,100,13.6,980
2019,3,1,11,30,0,0.7,2.8,100,13.7,981
2019,3,1,12,30,11,0.9,2.8,97.86,14.3,981
2019,3,1,13,30,0,1.2,2.8,98.43,15.1,982
2019,3,1,14,30,0,1.5,2.9,97.81,15.7,982
2019,3,1,15,30,0,1.8,2.9,95.52,16.4,982
2019,3,1,16,30,7,2,2.9,91.02,17.3,981
2019,3,1,17,30,3,2.1,2.9,86.99,18,981
2019,3,1,18,30,13,2.1,2.8,85.54,18.4,980
2019,3,1,19,30,80,2,2.8,84.6,18.9,979
2019,3,1,20,30,149,1.8,2.7,84.97,19.1,979
2019,3,1,21,30,286,1.3,2.5,89.97,18.6,979
2019,3,1,22,30,23,0.9,2.3,100,16.9,980
2019,3,1,23,30,11,0.8,2.3,100,15.6,980
2019,3,2,0,30,0,1,2.1,100,14.9,981
2019,3,2,1,30,0,1.1,2.1,100,14.3,982
2019,3,2,2,30,0,1,2.1,100,13.5,982
2019,3,2,3,30,0,0.8,2.1,100,12.6,982
2019,3,2,4,30,0,0.7,2.1,100,12.1,982
2019,3,2,5,30,0,0.7,2.1,100,11.9,983
2019,3,2,6,30,0,0.8,2.2,100,11.7,983
2019,3,2,7,30,0,0.9,2.2,99.4,11.5,983
2019,3,2,8,30,0,0.8,2.2,99.9,11,983
2019,3,2,9,30,0,0.7,2.2,100,10.4,983
2019,3,2,10,30,0,0.6,2.2,100,9.7,983
2019,3,2,11,30,0,0.8,2.2,99.54,9.4,984
2019,3,2,12,30,183,1.2,2.1,93.88,10.1,984
2019,3,2,13,30,92,1.6,2.1,84.22,11.7,985
2019,3,2,14,30,444,1.6,2.2,75.85,13.7,985
2019,3,2,15,30,359,1.4,2.3,71.58,15.5,984
2019,3,2,16,30,162,1.2,2.5,72.26,16.3,984
2019,3,2,17,30,271,1.2,2.7,75.26,16.2,983
2019,3,2,18,30,78,1.2,2.7,78.71,15.8,983
2019,3,2,19,30,237,1.1,2.6,80.25,15.7,982
2019,3,2,20,30,299,1.1,2.3,79.67,16,982
2019,3,2,21,30,586,0.9,2.1,82.77,15.7,982
2019,3,2,22,30,131,0.6,2,97.42,14.1,982
2019,3,2,23,30,27,0.6,1.9,97.11,12.9,982
2019,3,3,0,30,0,0.7,1.8,99.76,11.9,983
2019,3,3,1,30,0,0.6,1.8,99.31,11.3,983
2019,3,3,2,30,0,0.6,1.7,98.77,10.7,982
2019,3,3,3,30,0,0.6,1.8,97.28,10.3,982
2019,3,3,4,30,0,0.6,1.8,96.16,10.2,981
2019,3,3,5,30,0,0.5,1.9,97.16,9.9,981
2019,3,3,6,30,0,0.5,1.9,97.98,9.6,981
2019,3,3,7,30,0,0.5,1.9,98.75,9.3,981
2019,3,3,8,30,0,0.5,1.9,98.4,9.1,981
2019,3,3,9,30,0,0.5,1.9,97.93,8.9,981
2019,3,3,10,30,0,0.5,1.9,98.43,8.6,981
2019,3,3,11,30,0,0.5,2,94.48,8.9,981
2019,3,3,12,30,193,0.5,2,89.02,10.4,981
2019,3,3,13,30,134,0.5,2.2,77.54,12.6,980
2019,3,3,14,30,40,0.7,2.4,70.99,14.7,980
2019,3,3,15,30,15,1.1,2.7,70,16.5,978
2019,3,3,16,30,1,1.6,3,73.14,17.7,977
2019,3,3,17,30,0,1.8,3.4,81.46,17.6,975
2019,3,3,18,30,0,2.2,3.6,89.86,17,972
2019,3,3,19,30,0,2.7,3.8,92.85,17.5,971
2019,3,3,20,30,0,2.8,3.7,96.71,18.2,971
2019,3,3,21,30,7,2.9,3.3,100,17.2,972
2019,3,3,22,30,267,2.9,2.9,100,14.7,973
2019,3,3,23,30,0,2.7,2.8,93.4,13.2,973
2019,3,4,0,30,0,3.1,2.4,99.13,10.1,975
2019,3,4,1,30,0,3,2.1,95.73,8.1,976
2019,3,4,2,30,0,2.6,1.5,92.43,6.5,976
2019,3,4,3,30,0,2.6,1.1,91.75,5.3,977
2019,3,4,4,30,0,2.7,1,90.55,4.3,977
2019,3,4,5,30,0,2.7,0.9,90.59,3.4,978
2019,3,4,6,30,0,2.6,0.9,90.33,2.7,979
2019,3,4,7,30,0,2.4,0.9,89.7,2.2,979
2019,3,4,8,30,0,2.4,0.9,90.36,1.6,980
2019,3,4,9,30,0,2.4,0.9,89.96,1.1,980
2019,3,4,10,30,0,2.4,0.8,89.54,0.6,981
2019,3,4,11,30,0,2.4,0.8,87.49,0.4,982
2019,3,4,12,30,0,2.6,0.7,82.78,0.8,982
2019,3,4,13,30,0,2.8,0.7,74.33,2.1,983
2019,3,4,14,30,0,2.9,0.7,67.06,3.6,983
2019,3,4,15,30,12,2.9,0.8,62.25,5,983
2019,3,4,16,30,67,2.9,0.8,59.14,6.2,983
2019,3,4,17,30,524,2.9,0.9,57.85,7,983
2019,3,4,18,30,970,2.9,1,57.44,7.4,982
2019,3,4,19,30,921,2.8,1.1,58.33,7.3,982
2019,3,4,20,30,891,2.8,1.2,60.04,6.9,982
2019,3,4,21,30,766,2.5,1.3,64.12,5.8,983
2019,3,4,22,30,190,2,1.4,70.82,4.3,983
2019,3,4,23,30,44,1.8,1.4,75.2,3.5,984
2019,3,5,0,30,0,1.8,1.4,79.94,2.3,984
2019,3,5,1,30,0,1.8,1.4,80.44,1.7,983
2019,3,5,2,30,0,1.9,1.4,81.3,1,984
2019,3,5,3,30,0,1.8,1.4,81.58,0.5,984
2019,3,5,4,30,0,1.8,1.4,83.05,0,985
2019,3,5,5,30,0,1.7,1.3,86.22,-0.8,985
2019,3,5,6,30,0,1.7,1.2,87.74,-1.6,984
2019,3,5,7,30,0,1.8,1,88.61,-2.3,985
2019,3,5,8,30,0,1.8,0.9,89.08,-2.9,985
2019,3,5,9,30,0,1.8,0.7,88.76,-3.4,985
2019,3,5,10,30,0,1.7,0.7,88.31,-3.9,985
2019,3,5,11,30,0,1.8,0.6,85.1,-3.9,986
2019,3,5,12,30,400,2.3,0.6,78.01,-2.9,986
2019,3,5,13,30,757,2.6,0.6,65.71,-0.9,987
2019,3,5,14,30,896,2.7,0.6,56.27,1.2,987
2019,3,5,15,30,968,2.8,0.6,50.5,3,987
2019,3,5,16,30,1014,2.9,0.5,47.58,4.5,987
2019,3,5,17,30,1037,3,0.4,46.49,5.5,986
2019,3,5,18,30,1037,3.1,0.4,46.73,6,986
2019,3,5,19,30,1018,3.2,0.4,48.25,5.9,986
2019,3,5,20,30,977,3.2,0.4,51.09,5.3,986
2019,3,5,21,30,899,3,0.4,55.62,4.2,986
2019,3,5,22,30,729,2.5,0.4,63.67,2.4,987
2019,3,5,23,30,184,2.2,0.4,69.7,1.3,987
2019,3,6,0,30,0,2,0.4,77.3,-0.1,988
2019,3,6,1,30,0,2,0.4,80.28,-0.7,989
2019,3,6,2,30,0,1.9,0.4,82.74,-1.3,990
2019,3,6,3,30,0,1.8,0.3,84.44,-1.9,990
2019,3,6,4,30,0,1.7,0.3,85.47,-2.5,990
2019,3,6,5,30,0,1.6,0.3,85.55,-3,990
2019,3,6,6,30,0,1.6,0.3,85.14,-3.4,991
2019,3,6,7,30,0,1.6,0.3,85.33,-3.8,991
2019,3,6,8,30,0,1.5,0.3,84.54,-4,991
2019,3,6,9,30,0,1.3,0.3,85.47,-4.4,992
2019,3,6,10,30,0,1.2,0.3,86.26,-4.7,992
2019,3,6,11,30,0,1.4,0.3,84.21,-4.5,993
2019,3,6,12,30,459,2,0.3,76.07,-3.1,993
2019,3,6,13,30,802,2.3,0.3,62.44,-1.4,994
2019,3,6,14,30,934,2.3,0.3,52.17,0.6,994
2019,3,6,15,30,998,2.1,0.3,46.12,2.5,994
2019,3,6,16,30,1020,2.1,0.4,42.68,4.3,994
2019,3,6,17,30,1032,2.1,0.4,41.25,5.7,993
2019,3,6,18,30,1027,2.1,0.4,41.15,6.6,993
2019,3,6,19,30,998,2.1,0.5,41.94,7,992
2019,3,6,20,30,955,2,0.5,44.02,6.8,992
2019,3,6,21,30,863,1.5,0.6,49.55,5.7,992
2019,3,6,22,30,685,1,0.6,72.52,3,992
2019,3,6,23,30,154,0.7,0.7,84.77,1,992
2019,3,7,0,30,0,0.8,0.7,87.53,-0.5,992
2019,3,7,1,30,0,0.8,0.7,87.8,-1.1,992
2019,3,7,2,30,0,0.8,0.7,87.06,-1.6,992
2019,3,7,3,30,0,0.8,0.7,85.31,-2,992
2019,3,7,4,30,0,0.7,0.7,84.17,-2,992
2019,3,7,5,30,0,0.6,0.8,85.39,-1.8,992
2019,3,7,6,30,0,0.7,0.8,87.1,-1.9,992
2019,3,7,7,30,0,0.7,0.7,86.32,-2.5,992
2019,3,7,8,30,0,0.7,0.6,85.49,-3.1,992
2019,3,7,9,30,0,0.7,0.6,86.43,-3.4,992
2019,3,7,10,30,0,0.7,0.6,86.37,-3.4,993
2019,3,7,11,30,0,0.8,0.7,81.05,-2.3,993
2019,3,7,12,30,39,0.9,0.7,72.89,0.1,993
2019,3,7,13,30,156,1.1,0.7,58.13,3.4,993
2019,3,7,14,30,228,1,0.7,45.37,6.5,993
2019,3,7,15,30,950,0.6,0.8,38.69,9.1,992
2019,3,7,16,30,981,0.4,0.8,34.6,11.2,992
2019,3,7,17,30,866,0.5,0.9,33.72,12.6,991
2019,3,7,18,30,984,0.8,0.9,35.24,13.4,990
2019,3,7,19,30,815,1,0.9,37.65,13.7,989
2019,3,7,20,30,655,1,1,41.03,13.5,988
2019,3,7,21,30,235,0.8,1.1,50.25,12.5,988
2019,3,7,22,30,130,0.8,1.2,72.53,10.4,988
2019,3,7,23,30,15,1,1.3,66.36,9.1,988
2019,3,8,0,30,0,0.9,1.3,74.69,7.1,988
2019,3,8,1,30,0,0.9,1.3,81.24,5.8,988
2019,3,8,2,30,0,0.9,1.4,84.97,5.2,988
2019,3,8,3,30,0,0.9,1.4,88.77,4.9,988
2019,3,8,4,30,0,0.9,1.4,88.76,4.9,988
2019,3,8,5,30,0,0.8,1.4,90.05,4.9,988
2019,3,8,6,30,0,0.7,1.5,91.59,4.9,987
2019,3,8,7,30,0,0.8,1.6,91.15,5.1,987
2019,3,8,8,30,0,1,1.7,91.05,5.2,987
2019,3,8,9,30,0,1,1.8,91.17,5.3,987
2019,3,8,10,30,0,0.9,1.9,92.2,5.3,987
2019,3,8,11,30,0,0.9,1.9,90.46,5.7,987
2019,3,8,12,30,0,1.4,1.9,84.31,7.2,986
2019,3,8,13,30,0,1.8,1.9,75.37,9.7,986
2019,3,8,14,30,0,1.9,2,69.22,12.2,986
2019,3,8,15,30,35,1.9,2.1,63.04,14,986
2019,3,8,16,30,4,2,2.1,57.81,15.3,986
2019,3,8,17,30,2,1.9,2.2,55.88,16.2,985
2019,3,8,18,30,66,1.8,2.2,57.46,16.7,984
2019,3,8,19,30,205,1.8,2.3,60.74,17,983
2019,3,8,20,30,325,1.7,2.3,65.85,16.9,983
2019,3,8,21,30,17,1.4,2.4,74.95,16.1,983
2019,3,8,22,30,183,1.2,2.4,90.36,14.1,982
2019,3,8,23,30,12,1.1,2.4,90.31,12.9,982
2019,3,9,0,30,0,1,2.5,93.86,11.8,982
2019,3,9,1,30,0,1,2.6,94.99,11.4,982
2019,3,9,2,30,0,0.9,2.6,96.68,11,982
2019,3,9,3,30,0,0.8,2.6,99.51,10.6,982
2019,3,9,4,30,0,0.7,2.6,100,10.2,982
2019,3,9,5,30,0,0.7,2.6,100,9.8,982
2019,3,9,6,30,0,0.7,2.6,100,9.5,982
2019,3,9,7,30,0,0.7,2.6,100,9.6,982
2019,3,9,8,30,0,0.7,2.6,100,9.6,982
2019,3,9,9,30,0,0.6,2.6,100,9.2,982
2019,3,9,10,30,0,0.6,2.6,100,8.8,982
2019,3,9,11,30,0,0.9,2.6,98.82,9.1,982
2019,3,9,12,30,0,1.3,2.7,97.71,9.9,983
2019,3,9,13,30,0,1.4,2.8,93.98,11.2,983
2019,3,9,14,30,0,1.6,2.9,90.48,13.1,984
2019,3,9,15,30,0,1.6,3,87.76,15.1,984
2019,3,9,16,30,16,1.5,2.9,83.95,16.5,984
2019,3,9,17,30,134,1.6,2.7,80.55,17.6,983
2019,3,9,18,30,275,1.8,2.5,79.18,18.4,982
2019,3,9,19,30,648,1.9,2.4,79.55,18.8,981
2019,3,9,20,30,745,2,2.3,83.59,18.4,980
2019,3,9,21,30,237,2,2.4,87.42,17.8,980
2019,3,9,22,30,289,1.7,2.6,92.28,16.7,981
2019,3,9,23,30,50,1.5,2.7,92.56,15.9,981
2019,3,10,0,30,0,1.7,2.7,94.24,15.3,981
2019,3,10,1,30,0,1.5,2.8,95.64,14.9,981
2019,3,10,2,30,0,1.3,2.9,97.37,14.6,981
2019,3,10,3,30,0,1.5,3,97.02,14.7,981
2019,3,10,4,30,0,1.9,3,95.83,15,981
2019,3,10,5,30,0,2,2.9,96.67,15,981
2019,3,10,6,30,0,1.7,2.9,98.47,14.7,981
2019,3,10,7,30,0,1.3,2.9,100,14.2,981
2019,3,10,8,30,0,1,3,100,13.7,982
2019,3,10,9,30,0,0.8,3.1,100,13.2,982
2019,3,10,10,30,0,0.6,3.2,100,12.9,983
2019,3,10,11,30,0,0.5,3.2,100,13.2,984
2019,3,10,12,30,0,0.6,3.2,96.48,14.4,984
2019,3,10,13,30,0,0.7,3.2,93.11,15.9,985
2019,3,10,14,30,2,0.8,3.2,90.65,17.5,985
2019,3,10,15,30,3,1.1,3.2,85.62,18.9,985
2019,3,10,16,30,24,1.2,3.1,81.08,20.1,985
2019,3,10,17,30,9,1.3,3.1,76.41,21.1,985
2019,3,10,18,30,27,1.3,3,73.89,21.6,984
2019,3,10,19,30,72,1.1,2.9,74.41,21.4,984
2019,3,10,20,30,77,0.9,2.9,77.95,20.8,984
2019,3,10,21,30,139,0.7,2.8,83.5,19.9,985
2019,3,10,22,30,70,0.6,2.7,97.76,18.2,985
2019,3,10,23,30,5,0.6,2.6,92.94,17.2,986
2019,3,11,0,30,0,0.7,2.5,93.36,16.3,986
2019,3,11,1,30,0,0.7,2.3,93.84,15.4,987
2019,3,11,2,30,0,0.7,2.3,95.47,14.4,987
2019,3,11,3,30,0,0.7,2.3,96.23,13.6,987
2019,3,11,4,30,0,0.7,2.3,95.85,13.2,987
2019,3,11,5,30,0,0.7,2.3,96.85,12.7,987
2019,3,11,6,30,0,0.8,2.2,96.45,12.1,987
2019,3,11,7,30,0,0.8,2.2,96.27,11.8,987
2019,3,11,8,30,0,0.7,2.2,97.07,11.4,987
2019,3,11,9,30,0,0.7,2.1,97.32,11.1,987
2019,3,11,10,30,0,0.6,2,97.14,10.9,988
2019,3,11,11,30,0,0.7,1.9,95.1,11,988
2019,3,11,12,30,11,1,1.9,90.94,11.8,988
2019,3,11,13,30,75,1.1,2,84.61,13.1,989
2019,3,11,14,30,33,1,2.1,79.52,14.7,989
2019,3,11,15,30,29,1.1,2.2,73.74,16,990
2019,3,11,16,30,15,1.2,2.2,69.77,16.7,989
2019,3,11,17,30,4,1.4,2.3,66.85,17.3,988
2019,3,11,18,30,1,1.5,2.4,65.09,17.7,987
2019,3,11,19,30,0,1.1,2.6,65.09,17.8,987
2019,3,11,20,30,0,0.7,2.8,71.55,16.4,988
2019,3,11,21,30,56,0.8,2.8,85.2,14.4,988
2019,3,11,22,30,350,0.9,2.7,91.94,13.1,988
2019,3,11,23,30,61,1,2.6,91.85,12.5,988
2019,3,12,0,30,0,0.9,2.2,98.21,11.1,988
2019,3,12,1,30,0,0.8,1.9,100,10,989
2019,3,12,2,30,0,0.9,1.7,100,9.3,989
2019,3,12,3,30,0,0.8,1.5,100,8.7,989
2019,3,12,4,30,0,0.8,1.3,100,8.1,989
2019,3,12,5,30,0,0.8,1.2,100,7.6,989
2019,3,12,6,30,0,0.7,1.2,99.73,7.3,989
2019,3,12,7,30,0,0.7,1.1,99.4,7,989
2019,3,12,8,30,0,0.8,1,98.34,6.9,989
2019,3,12,9,30,0,0.7,1,98.03,6.7,989
2019,3,12,10,30,0,0.7,0.9,98.48,6.3,989
2019,3,12,11,30,0,0.7,0.9,92.98,6.7,990
2019,3,12,12,30,124,0.9,0.9,85.94,8.4,990
2019,3,12,13,30,642,0.9,0.9,75.51,10.8,991
2019,3,12,14,30,869,1,1,63.11,13.6,991
2019,3,12,15,30,931,1,1,50.7,16.1,990
2019,3,12,16,30,961,0.7,1.1,45.79,18,990
2019,3,12,17,30,972,0.4,1.3,42.88,19.5,989
2019,3,12,18,30,967,0.3,1.4,41.52,20.5,988
2019,3,12,19,30,914,0.2,1.5,41.79,20.8,987
2019,3,12,20,30,856,0.3,1.6,43.31,20.8,987
2019,3,12,21,30,587,0.4,1.7,48.95,20.3,987
2019,3,12,22,30,127,0.5,1.7,58.12,18.3,987
2019,3,12,23,30,149,0.6,1.7,58.6,16.8,988
2019,3,13,0,30,0,0.7,1.8,67.61,14.3,988
2019,3,13,1,30,0,0.7,1.8,74.78,13.1,988
2019,3,13,2,30,0,0.7,1.9,82.72,12,988
2019,3,13,3,30,0,0.7,2,88.74,11.2,988
2019,3,13,4,30,0,0.8,2.1,90.23,10.8,988
2019,3,13,5,30,0,0.9,2.2,91.8,10.4,988
2019,3,13,6,30,0,0.9,2.3,93.39,10,988
2019,3,13,7,30,0,0.8,2.3,95.03,9.6,987
2019,3,13,8,30,0,0.8,2.2,97.71,9,987
2019,3,13,9,30,0,0.7,2,100,8.2,987
2019,3,13,10,30,0,0.7,1.9,100,7.4,987
2019,3,13,11,30,0,1,1.9,98.16,7.9,988
2019,3,13,12,30,17,1.4,1.9,89.97,9.6,988
2019,3,13,13,30,0,1.7,1.9,84.72,11,988
2019,3,13,14,30,21,1.9,1.8,80.37,12.1,987
2019,3,13,15,30,505,2.3,1.7,72.61,13.8,987
2019,3,13,16,30,738,2.7,1.6,62.61,15.9,986
2019,3,13,17,30,715,2.9,1.7,57.12,17.6,985
2019,3,13,18,30,709,2.6,2,57.08,18.1,985
2019,3,13,19,30,364,2.2,2.3,60.22,17.8,986
2019,3,13,20,30,186,1.8,2.5,66.45,17.1,985
2019,3,13,21,30,169,1.3,2.5,77.12,16.1,985
2019,3,13,22,30,102,1.1,2.4,89.16,14.6,985
2019,3,13,23,30,14,1.1,2.3,90.63,13.8,985
2019,3,14,0,30,0,1.2,2,91.81,13.3,985
2019,3,14,1,30,0,1.1,1.8,94.39,12.8,985
2019,3,14,2,30,0,1,1.8,98.29,12.2,985
2019,3,14,3,30,0,1,1.8,100,11.7,985
2019,3,14,4,30,0,1.1,1.9,100,11.4,985
2019,3,14,5,30,0,1.2,2,100,11.4,985
2019,3,14,6,30,0,1.2,2.1,100,11.3,985
2019,3,14,7,30,0,1.2,2.2,100,11.1,984
2019,3,14,8,30,0,1.1,2.3,100,10.8,984
2019,3,14,9,30,0,1,2.3,100,10.6,984
2019,3,14,10,30,0,1.1,2.4,100,10.6,984
2019,3,14,11,30,0,1.4,2.4,99.27,11.4,985
2019,3,14,12,30,0,2,2.4,91.79,13.1,985
2019,3,14,13,30,0,2.5,2.4,86.83,15.3,985
2019,3,14,14,30,1,2.8,2.4,82.72,17.5,985
2019,3,14,15,30,46,3,2.5,77.45,19.4,984
2019,3,14,16,30,135,3,2.5,74.06,20.8,984
2019,3,14,17,30,402,3,2.6,73.5,21.7,983
